,HCHO Value,HCHO Value,HCHO Value,HCHO Value,HCHO Value,HCHO Value,HCHO Value,Date
2020-08-18,5.4838374249355775e-05,9.408554995921697e-05,0.0001388418128911,9.864819027521158e-05,0.0001102404666888,5.526428147442379e-05,,
2020-08-19,0.0001300370956015,0.000108648368642,0.0001725601862205,4.9262040098221225e-06,9.656689333151122e-05,0.0001012003282957,,
2020-08-20,0.0001331987709522,5.898684525526202e-05,0.0001608252427725,2.8190357682196595e-05,0.0001117597820316,0.000233488058173,,
2020-08-21,9.655315629476696e-05,0.000185514265541,0.0002908080311183,0.0001861171290337,1.2021075188652254e-06,8.79050986462927e-05,,
2020-08-22,0.0001228781537305,0.0001383807546722,0.0001752171523025,7.621310608758228e-05,7.358659369716482e-05,0.0001977460706113,,
2020-08-23,8.472898340419462e-05,1.020713033914896e-05,8.666643526118393e-05,6.437629697331358e-05,6.084471957102083e-05,8.645279245932276e-05,,
2020-08-24,7.197216665810354e-05,-4.4336980382498894e-05,8.93769864376209e-05,1.811283344713564e-05,8.528656568768336e-05,0.0001451829472903,,
2020-08-25,0.0001511948434713,5.800061266907338e-05,0.0001305039967599,0.0001197921551961,5.593251873762319e-05,0.0001963307554549,,
2020-08-26,0.0001039376144436,0.00012725378676,0.0001977095681468,0.00010436146086,0.0001085680228629,,,
2020-08-27,0.0002069068000109,0.0001226426706302,0.0001583915881858,0.0001438969521762,6.902942806418149e-05,0.0001573129091178,,
2020-08-28,9.410559345347804e-05,8.611686644879429e-05,0.0001495120542889,-1.0076650261309432e-05,0.0001366811528888,0.0001796798174971,,
2020-08-29,0.0001083401827632,0.0001581098164079,0.000140632520392,9.722794985268776e-06,0.0001006012918586,0.0001069164230085,,
2020-08-30,6.309949016309448e-05,0.0001601970867785,0.0001574082301413,6.355691278891022e-05,0.000120556111031,0.0001938236721495,,
2020-08-31,1.7858797562988964e-05,9.00559617642378e-05,0.0001741839398906,8.661133966412367e-05,0.0001225031608854,1.558602033413695e-05,,
2020-09-01,5.243460598016673e-05,9.636161166055851e-05,0.0001660831249247,6.683334108395083e-05,,3.9139322729727714e-05,,
2020-09-02,8.701041439734449e-05,0.0001026672615568,0.0001579823099589,4.705534250377797e-05,0.0002174676800151,6.269262512531847e-05,,
2020-09-03,0.0001215862228145,0.0001089729114532,0.0001498814949931,2.7277343923605127e-05,3.755753456526905e-05,8.624592752090924e-05,,
2020-09-04,0.0001561620312317,8.350929906288698e-05,0.0001417806800273,7.4993453434322835e-06,5.0778490596755854e-05,0.0001097992299165,,
2020-09-05,0.0002112945863213,6.279599504086146e-05,0.0001254955385429,1.220523925690466e-05,7.853067878207793e-05,0.0001098170860041,,
2020-09-06,0.000191504218392,3.234175937824821e-05,0.0001092103970585,1.6911133170377033e-05,0.0001062828669674,0.0001098349420918,,
2020-09-07,0.0001717138504627,1.887523715634964e-06,9.29252555742292e-05,2.1617027083849408e-05,0.000122467082899,0.0001098527981795,,
2020-09-08,0.0001519234825335,-2.856671194697828e-05,7.664011408987226e-05,2.6322920997321783e-05,0.0001386512988306,0.0001098706542672,,
2020-09-09,0.0001321331146042,-4.658729364983872e-05,7.425107530184038e-05,4.811849476919714e-05,0.0001222767415795,0.0001098885103549,,
2020-09-10,0.000112342746675,2.151198188013757e-06,4.380442509673767e-05,6.99140685410725e-05,0.0001059021843284,0.0001099063664426,,
2020-09-11,9.25523787457968e-05,5.088969002586624e-05,1.3357774891634956e-05,9.170964231294784e-05,8.95276270773882e-05,8.494833373069353e-05,,
2020-09-12,7.276201081654629e-05,6.437920269536806e-05,-1.7088875313467754e-05,0.0001135052160848,7.315306982631759e-05,5.999030101878704e-05,,
2020-09-13,5.297164288729575e-05,0.0001609683889167,-4.753552551857047e-05,0.0001353007898566,5.677851257524698e-05,3.503226830688055e-05,,
2020-09-14,3.31812749580452e-05,0.000137652727937,1.518718780739968e-05,0.0001570963636285,4.040395532417639e-05,1.007423559497407e-05,,
2020-09-15,1.3390907028794688e-05,0.0001143370669573,7.790990113336982e-05,0.0001788919374004,0.0001247399650792,-1.4883797116932424e-05,,
2020-09-16,-6.399460900455862e-06,3.69041425834875e-05,9.721515637639364e-05,0.0002006875111723,8.483595352892847e-05,-3.98418298288389e-05,,
2020-09-17,-2.845503331719622e-06,-2.5222887248274982e-05,0.0001106155069305,0.0002224830849442,6.18884835752605e-05,-3.992430695211631e-05,,
2020-09-18,7.084542370166179e-07,8.256629560861251e-05,0.0001240158574847,0.0001930418724716,8.909157416367038e-05,-4.000678407539372e-05,,
2020-09-19,4.262411805752858e-06,0.0001903554784655,0.0001374162080389,0.0001636006599991,0.000116294664752,-4.008926119867113e-05,,
2020-09-20,7.816369374489097e-06,0.0001516275389058,0.0001508165585932,0.0001341594475266,0.0001434977553404,-4.017173832194855e-05,,
2020-09-21,1.1370326943225336e-05,0.0001128995993462,8.680864989165229e-05,0.0001047182350541,0.0001707008459289,-4.0254215445225954e-05,,
2020-09-22,1.4924284511961575e-05,7.417165978666797e-05,0.0001077060804709,7.527702258162502e-05,3.432849169160982e-05,-4.033669256850337e-05,,
2020-09-23,1.8478242080697812e-05,3.544372022705729e-05,0.0001286035110503,4.583581010911004e-05,7.173251166706291e-05,-4.0419169691780776e-05,,
2020-09-24,2.2032199649434055e-05,0.0001260179927192,0.0001557493925075,5.69566135812568e-05,0.0001299862900971,-4.050164681505819e-05,,
2020-09-25,2.55861572181703e-05,9.083355908411596e-05,0.0001828952739647,6.807741705340355e-05,0.0001045992820895,2.162625121749784e-05,,
2020-09-26,2.914011478690653e-05,5.564912544903195e-05,0.0002100411554219,7.91982205255503e-05,7.921227408191908e-05,8.375414925005387e-05,,
2020-09-27,5.918115428814198e-05,6.616742823127159e-05,0.0002371870368791,0.0001730573872732,5.382526607432863e-05,8.951256664894232e-05,,
2020-09-28,5.972056308127437e-05,0.000226078828243,2.038872033639668e-05,0.0002153846821328,0.0001295834376846,8.845564495051726e-05,,
2020-09-29,6.025997187440676e-05,0.0001542637037089,8.058619769899779e-05,0.0001696081052754,,8.73987232520922e-05,,
2020-09-30,6.079938066753914e-05,8.244857917487963e-05,0.0001407836750615,0.0001238315284181,4.928327152067086e-05,8.634180155366716e-05,,
2020-10-01,6.133878946067153e-05,1.063345464081946e-05,0.0002009811524242,7.805495156078104e-05,6.296224980034368e-05,8.52848798552421e-05,,
2020-10-02,6.187819825380392e-05,8.39799467602166e-05,0.0002456698189928,5.11396381577283e-05,0.0002598220063604,0.0001269416798709,,
2020-10-03,-1.108926979712003e-05,0.0001044083669184,0.0001905453554194,0.0001470353174131,0.0001934158226955,-1.244600686252184e-07,,
2020-10-04,-8.405673784804399e-05,2.111934367094221e-07,9.65941229705195e-05,5.729963920594082e-05,8.34398709353693e-05,9.192366634572488e-05,,
2020-10-05,2.340741803698854e-05,7.119013827322124e-05,2.415971041037116e-05,-3.243603900121837e-05,8.488387741184372e-05,3.818502914891537e-05,,
2020-10-06,0.000153065467134,0.0001443318573785,0.0001013842797799,7.427887270270059e-05,0.0002430397001973,8.833716378303744e-05,,
2020-10-07,0.0001962958218925,0.0001405675072013,0.0001145549662707,8.672872804832765e-05,0.0001168220216383,0.0001344491737761,,
2020-10-08,0.0002395261766511,0.0001368031570242,0.0001277256527615,0.0001776092143231,8.146712743571523e-05,0.0001805611837692,,
2020-10-09,0.0002094377000631,0.0001330388068471,8.581860880367713e-05,4.692578212892428e-05,,0.0001084088189053,,
2020-10-10,0.0001793492234752,0.00012927445667,4.391156484585428e-05,-8.375765006525143e-05,0.000115520139725,3.625645404140589e-05,,
2020-10-11,0.0001492607468872,8.378911994586367e-05,9.276843653160504e-05,-4.915090574657404e-05,0.0001846333626787,4.042462612131456e-05,,
2020-10-12,0.0001191722702993,0.0001581395232151,0.0001223886057634,-1.4544161427896646e-05,0.0001251067236049,4.459279820122324e-05,,
2020-10-13,0.0001158816675207,0.0001933941976113,0.0002017037132798,2.006258289078075e-05,9.260370965853436e-05,4.876097028113192e-05,,
2020-10-14,0.0001125910647421,0.0001617896395498,0.000158317919437,3.585462967566307e-05,8.747369397110724e-05,5.2929142361040587e-05,,
2020-10-15,0.0001093004619635,0.0001301850814883,0.0001149321255943,5.164667646054539e-05,8.234367828368011e-05,5.709731444094926e-05,,
2020-10-16,0.0001060098591849,9.858052342680412e-05,7.15463317516803e-05,6.743872324542771e-05,5.0840732445129146e-05,6.126548652085793e-05,,
2020-10-17,0.0001027192564064,1.7811748198917226e-05,0.0002248542429094,7.312134625191141e-05,0.0001679605259141,0.0002351778450331,,
2020-10-18,9.942865362783062e-05,7.158585229107723e-05,0.0003439380674439,7.88039692583951e-05,0.0001475795544398,9.813219954829892e-05,,
2020-10-19,5.091611358656925e-05,0.0002520162448395,0.0002369594610497,8.14640135703686e-05,0.0001271985829656,0.000112216032194,,
2020-10-20,0.0001802236656436,3.3276900294780645e-05,0.0001299808546556,4.375215796516543e-05,8.499642088609933e-05,4.443809317997448e-05,,
2020-10-21,6.73459106390875e-05,0.0001338458078774,0.0001622780122468,-4.64588967882297e-06,4.279425880659867e-05,-2.048781623276892e-05,,
2020-10-22,-4.553184436542499e-05,7.555173946898224e-06,0.0001000547036166,-5.304393732281136e-05,5.7156556618717365e-05,0.0001203683826308,,
2020-10-23,0.0001413955854575,7.105086143836031e-05,0.000208711010751,2.8664431224434865e-05,0.0001155344015329,4.343042297767753e-05,,
2020-10-24,0.0001333526998163,7.332211693731152e-05,0.0001455256672944,2.200098823497964e-05,0.0002107588062203,0.0001448153327406,,
2020-10-25,0.0001253098141751,8.174195566978968e-05,0.0002129690152839,1.5337545245524416e-05,1.5245627467602886e-05,0.000154827384897,,
2020-10-26,0.0001054599889436,7.09171727688149e-05,0.0002804123632735,9.325465439721767e-05,0.0001038537039871,0.0002059672140315,,
2020-10-27,0.0002906781728291,0.0001405435827147,0.0002511001237228,0.0001010887593585,5.232721102368477e-05,0.0001952310889851,,
2020-10-28,0.0002301803110104,0.0002763089594117,0.0002724168001946,0.0001089228643199,0.0002061904974044,0.0001844949639388,,
2020-10-29,1.5190680648411468e-05,0.0001685633329135,0.0002236368469443,,,0.0001656833973718,,
2020-10-30,2.0346973745964616e-05,8.698251837157746e-05,0.0001204451903239,0.000172642832608,,,,
2020-10-31,0.0002669556633126,5.401703829654914e-06,9.76271973529074e-05,0.0001149986984179,0.0001388383415139,0.0001059999273467,,
2020-11-01,0.0001144036309497,0.0001371110957633,7.480920438191483e-05,5.735456422793126e-05,0.0001106329235108,9.802497789395878e-05,,
2020-11-03,0.0001940053583054,0.0002582581414107,8.360731414200298e-05,0.0002272721257817,0.0001516486556873,0.0001861783163573,,
2020-11-04,0.000204603372129,0.0001479459736054,7.290927004495618e-05,,1.2257230357363106e-05,0.0002758635264572,,
2020-11-05,0.0002152013859527,0.0001713041765321,6.22112259479094e-05,,0.0001014981618974,0.0001282318711016,,
2020-11-06,7.865702273595624e-05,0.0001608849066159,5.15131818508626e-05,,0.0001907390934375,0.0002094202911245,,
2020-11-07,1.4512602882058574e-05,0.0001322907462156,4.08151377538158e-05,,7.305292078147776e-05,0.0001027347351996,,
2020-11-08,2.179773602110929e-05,0.0001014556496769,3.0117093656769e-05,0.000285526192097,7.542471332781864e-05,5.143202541216149e-05,,
2020-11-09,2.908286916016e-05,0.0001549767491343,-7.935498371805502e-06,0.0002808075766313,7.779650587415951e-05,7.435613916470766e-05,,
2020-11-10,3.636800229921072e-05,0.0002153815936199,-4.5988090400380006e-05,0.0002293300616669,2.4000242249100517e-05,9.728025291725383e-05,,
2020-11-11,4.365313543826143e-05,0.0001680503574552,-1.4400904503656132e-05,0.0001778525467026,-2.979602137595848e-05,0.0001202043666698,,
2020-11-12,5.0938268577312136e-05,0.0002092867308346,7.487036242517194e-05,0.0001263750317383,0.0001576545689893,0.0001433426037011,,
2020-11-13,5.822340171636285e-05,0.0001328514258473,0.000164141629354,8.41687418259583e-05,0.0002645356588312,0.0001664808407325,,
2020-11-15,2.080764581499092e-06,0.0002142500727982,0.0001117980782929,-2.438379987250935e-07,9.957772853181582e-05,9.508342212294864e-05,,
2020-11-16,0.0001088246377976,0.0003014676645325,8.562630276241957e-05,2.2899427759185704e-05,0.0001620695866067,0.0001468627750806,,
2020-11-17,0.0002155685110139,0.0002102343142154,5.945452723189275e-05,4.60426935170965e-05,0.0002245614446817,0.0001986421280383,,
2020-11-18,0.0001192011250972,0.0001226272107369,3.328275170136594e-05,8.5609215933131e-05,0.0001423277538193,9.54724437366414e-05,,
2020-11-20,0.0001545883075666,0.000114912225481,-2.9921193643514594e-05,0.0001647422607652,,0.0002169285461535,,
2020-11-21,0.0001399947984197,0.0001138495641792,4.015120056587835e-06,0.0001218130870887,8.954452879864067e-05,0.0001957818752584,,
2020-11-22,0.0001254012892729,0.0001613310198608,3.795143375669026e-05,7.888391341232302e-05,9.914424636941254e-05,0.0001746352043634,,
2020-11-23,0.000110807780126,0.0002088124755424,7.188774745679269e-05,3.595473973588454e-05,0.0001087439639401,0.0001534885334683,,
2020-11-24,9.62142709792288e-05,0.0001812623347469,0.0001058240611568,-6.974433940553965e-06,0.0001183436815109,0.0001323418625733,,
2020-11-25,8.162076183238599e-05,0.0001537121939515,0.0001397603748569,1.8073369608012105e-05,0.0001279433990817,0.0001111951916782,,
2020-11-26,6.702725268554318e-05,0.0001261620531561,0.0001736966885571,4.312117315657817e-05,0.0001375431166525,9.004852078324399e-05,,
2020-11-27,8.321889173172491e-05,5.329385075339822e-05,-2.4791641438946944e-05,0.0001040317384849,0.0001128369621484,0.0001930915591701,,
2020-11-28,0.0002035630910477,0.0002872822628802,1.7957692345613783e-05,0.0001684441972955,0.0001451435881662,0.0001443713416867,,
2020-11-29,0.0001522428738161,0.0003573190095101,3.687363750159753e-05,0.0002328566561061,0.0001267927495039,0.0001503538498537,,
2020-11-30,0.0001336625432196,0.0001306101105465,5.578958265758127e-05,0.0001818167789659,0.0001030685216984,0.0001159741613574,,
2020-12-01,0.0001150822126231,0.0001502726981557,7.470552781356503e-05,0.0001307769018258,0.0001061326667591,8.159447286113936e-05,,
2020-12-02,9.650188202665271e-05,0.0001699352857649,9.362147296954876e-05,7.973702468578366e-05,0.0001091968118198,4.7214784364859046e-05,,
2020-12-03,7.792155143017031e-05,0.0001895978733741,0.0001125374181255,2.86971475456782e-05,0.0001122609568805,1.2835095868578724e-05,,
2020-12-04,5.93412208336879e-05,3.9636452885990645e-06,0.0001314533632815,0.0001043584689961,0.0001153251019412,-2.15445926277016e-05,,
2020-12-05,4.076089023720547e-05,0.0002854040079956,0.0001503693084375,6.682676556367445e-05,0.0001183892470019,7.94975472251992e-05,,
2020-12-06,2.218055964072308e-05,0.0001434644771966,0.0001864159076759,0.0001196708083678,0.0001214533920627,0.0001805396870781,,
2020-12-07,6.569795051088172e-05,0.0001896025597799,8.465839116738584e-05,7.595863888521366e-05,0.000182133846572,0.0001572723212692,,
2020-12-08,8.934982397034087e-05,0.000274648565017,6.716778026344759e-05,7.886755895828837e-06,-3.2313403213533986e-06,0.0001495631663168,,
2020-12-09,0.0001130016974298,0.0002232851100516,4.967716935950935e-05,8.53596431075125e-05,5.932172659776299e-05,0.0001418540113644,,
2020-12-10,-8.215035264478285e-06,,0.0001293030934587,0.0001971155792713,5.5532611036010346e-05,0.0001486646419122,,
2020-12-11,0.0002214205376791,0.0002129514349934,0.0001201134617694,0.0001626493286942,7.779808944841722e-05,0.0001914242323838,,
2020-12-13,0.0002107976526191,0.0001300334105227,,0.0002308611001152,9.191733851151886e-06,7.986368304291915e-05,,
2020-12-14,0.0001000424202731,0.0001347145288639,3.0035361552427384e-05,,4.549508443338095e-05,0.0001794430254924,,
2020-12-15,5.524074311449292e-05,0.0002642558670693,8.7017288155401e-05,5.124336258490429e-05,4.709545447594211e-05,4.206618034698076e-05,,
2020-12-16,0.000103864951423,0.0002206075632153,2.379622334407817e-05,8.139267673429977e-05,4.869582451850327e-05,0.0001240650705014,,
2020-12-17,0.0001959544323017,0.0002172591249446,5.7881967243906006e-05,0.0002554480665353,,0.0002706800959115,,
2020-12-18,0.0001063566625353,0.000213910686674,-2.622722466268962e-06,0.0002357739907025,,0.0001179972681836,,
2020-12-19,1.6758892768918845e-05,0.0001729376530409,-6.312741217644393e-05,0.0002160999148698,5.400992951190413e-05,1.4310953640372574e-05,,
2020-12-20,0.0001314927733734,0.0001319646194078,-5.450313743069276e-05,0.0001964258390371,5.2065989661396816e-05,4.5134059753554425e-05,,
2020-12-21,0.000246226653978,9.099158577470151e-05,-4.587886268494159e-05,0.0001767517632043,5.01220498108895e-05,7.595716586673628e-05,,
2020-12-28,0.0002217160169845,0.0001014035540544,-9.778340495582147e-06,2.4710036078354618e-05,0.0001881793447567,4.479272449660026e-05,,
2020-12-29,6.056729718064181e-05,0.0001641161179862,-5.29350636582808e-05,-9.287236051311626e-06,8.151630791404039e-05,2.9668536463216573e-05,,
2020-12-30,0.0001332103260112,0.0002430780579364,-4.798950304656565e-05,0.000154408176711,-1.562505238320875e-05,0.0001792065387402,,
2020-12-31,0.0001038993210124,,-1.4257548444370557e-05,0.0002064910565129,0.0001601173873665,0.0001648742906034,,
2021-01-01,7.458831601372286e-05,,1.947440615782454e-05,0.0002585739363148,2.1918794363933355e-05,0.0001505420424666,,
2021-01-02,4.527731101498428e-05,4.714648184950005e-06,5.3206360760019634e-05,,,0.0001362097943299,,
2021-01-03,1.5966306016245712e-05,0.0001208489179432,8.693831536221472e-05,0.0001056232170524,7.925657834430568e-05,0.0001218775461931,,
2021-01-04,-1.334469898249286e-05,0.0002369831877015,0.0001206702699644,7.407614588947896e-05,6.2487291658143e-05,0.0001075452980564,,
2021-01-05,7.038270994410358e-05,,0.0001544022245666,0.0002104229869099,4.571800497198033e-05,9.32130499196426e-05,,
2021-01-06,0.0001541101188707,0.0001514076036091,0.0001881341791688,5.7557025135730944e-05,2.894871828581766e-05,7.888080178288302e-05,,
2021-01-07,0.0001188333112233,0.0001898265243012,0.0001435283384202,-9.530893663843814e-05,6.497214625312254e-05,0.0001068215865448,,
2021-01-08,0.0001205723323376,0.0002692413319713,9.892249767178598e-05,-8.141096356410036e-05,6.805333080620446e-05,0.0001347623713069,,
2021-01-09,0.000122311353452,0.0002461440776638,5.4316656923278985e-05,-6.751299048976256e-05,7.113451535928637e-05,0.0001450364485929,,
2021-01-10,0.0001240503745664,0.0002230468233563,9.71081617477196e-06,-5.361501741542477e-05,7.421569991236828e-05,0.0001553105258789,,
2021-01-11,0.0001257893956808,0.0001999495690488,-3.489502457373505e-05,-3.9717044341086974e-05,7.729688446545019e-05,0.0001655846031649,,
2021-01-12,0.0001275284167952,0.0001768523147413,-2.366058531749042e-05,-2.581907126674918e-05,8.037806901853211e-05,0.0001758586804508,,
2021-01-13,0.0001292674379096,0.0001537550604338,-1.2426146061245788e-05,-1.1921098192411392e-05,6.546303532609355e-05,0.0001861327577368,,
2021-01-14,0.000131006459024,0.0001306578061264,-1.1917068050011536e-06,1.9768748819264147e-06,5.054800163365498e-05,0.0001964068350229,,
2021-01-15,0.0001327454801384,7.772487798103398e-05,1.004273245124348e-05,-1.55187210520615e-05,3.563296794121642e-05,0.0001714918700587,,
2021-01-16,0.0001344845012528,2.4791949835667964e-05,2.1277171707488112e-05,-3.3014316986049415e-05,2.071793424877786e-05,0.0001465769050945,,
2021-01-17,0.0001087267744244,-2.814097830969805e-05,3.2511610963732745e-05,-5.050991292003733e-05,5.802900556339291e-06,0.0001247538046873,,
2021-01-18,8.296904759617173e-05,7.518847715270098e-05,4.3746050219977385e-05,-6.800550885402525e-05,2.2663151582631538e-05,0.0001029307042802,,
2021-01-19,5.721132076785759e-05,0.0001785179326151,5.498048947622201e-05,-1.3536887831771713e-05,0.0001462157133041,8.110760387316254e-05,,
2021-01-20,3.145359393954347e-05,0.0001032693407217,6.621492873246664e-05,4.093173319048183e-05,9.107519505210169e-05,5.928450346605004e-05,,
2021-01-21,9.294210274479908e-05,0.0002051838040896,3.227796510383957e-05,9.540035421273538e-05,3.5934676800103345e-05,0.0001404547186265,,
2021-01-22,0.0001226068846769,0.0002140583899306,0.0001157936673969,0.0002039016721164,9.554883516496696e-05,2.52277270855322e-05,,
2021-01-23,-2.971229968281951e-05,0.0001862861907533,0.0001244751896995,0.0001752742798059,0.0001224546377764,0.0001297917327649,,
2021-01-24,0.0001621292909546,0.0001354404351779,8.90675573324203e-05,0.0001466468874955,0.0001464955449019,3.301852395506481e-05,,
2021-01-25,1.8813652422668293e-05,0.0003174737761862,5.365992496534062e-05,0.0001164269934655,2.0084292693937985e-05,7.792052018660648e-05,,
2021-01-26,0.0001542266001816,0.0001746427192303,5.3503339371218606e-05,5.41443757134865e-05,8.556010486040432e-05,0.0001774201318291,,
2021-01-27,3.818941598361816e-05,0.0002416642817995,4.529174454364623e-05,5.370032851066993e-05,0.0001515848286555,0.000129311320802,,
2021-01-28,0.0001373520073689,,3.708014971607385e-05,5.325628130785336e-05,8.788841507070404e-05,0.0002051616977968,,
2021-01-29,8.733047169825128e-05,0.0001088681105839,2.886855488850148e-05,5.281223410503679e-05,5.510587420335301e-05,0.0001000491149403,,
2021-01-30,3.730893602760257e-05,0.0002814834181886,2.0656960060929105e-05,5.236818690222022e-05,2.2323333336001992e-05,-5.063467916035655e-06,,
2021-01-31,4.774973615060208e-05,0.0002437034403655,1.2445365233356729e-05,5.192413969940365e-05,9.8386477666651e-05,0.0001976527974208,,
2021-02-01,5.404819185089761e-05,-4.071811077386823e-05,4.233770405784359e-06,5.148009249658708e-05,0.0001744496219973,0.0001132276678815,,
2021-02-02,6.034664755119315e-05,0.0001380282355278,-3.977824421788018e-06,5.336279870397221e-05,0.0001088945008835,2.880253834226092e-05,,
2021-02-03,6.664510325148868e-05,0.0001647792617628,-1.2189419249360397e-05,7.711506616747777e-05,4.333937976984247e-05,9.276187771858046e-05,,
2021-02-04,7.294355895178421e-05,0.0001915302879978,-2.040101407693277e-05,0.0001008673336309,2.5047098771279105e-05,0.0001567212170949,,
2021-02-05,4.393607376604848e-05,0.000124417414927,-2.861260890450515e-05,0.0001246196010944,5.581288479781449e-05,0.0001089313817849,,
2021-02-06,-0.0001015330519101,0.0001891708523288,-3.6824203732077526e-05,0.0001483718685579,0.0001213783661551,6.114154647497664e-05,,
2021-02-07,-6.405832008206432e-05,9.622421834540384e-05,-4.503579855964989e-05,0.0001721241360215,9.002009076814808e-05,5.887679599780196e-05,,
2021-02-08,-2.658358825402863e-05,3.277584362007702e-06,-5.3247393387222266e-05,1.1895181311354812e-05,5.866181538119617e-05,5.661204552062727e-05,,
2021-02-09,1.089114357400706e-05,0.0002360149943155,-6.145898821479466e-05,7.75016937694774e-05,5.708858115247355e-05,5.154054184526296e-05,,
2021-02-10,0.0002346570156503,0.00024592325094,-5.894827188302967e-06,0.0001431082062276,0.0001379789373418,9.328091245495948e-05,,
2021-02-11,0.0001070160232335,0.0002907206630647,6.691648343598091e-05,7.302566478308894e-06,6.499248865476977e-05,0.0001351820939199,,
2021-02-12,0.0001592890219855,0.0002645433691866,6.809713952855691e-06,0.0001483110951191,8.46128294125127e-05,0.0002320725056621,,
2021-02-13,0.0001459396689875,0.0003119554530225,0.0001259420046437,0.0001147218565813,0.0001024658618403,0.0001941871246157,,
2021-02-14,0.0001190300668196,0.0002835153994791,0.0001061476559659,9.218189037916467e-05,0.0001576006784497,0.000171232437915,,
2021-02-15,9.212046465180808e-05,0.0002050635839755,8.63533072882196e-05,6.964192417702933e-05,0.0001028279826143,5.815232539392119e-05,,
2021-02-16,0.0001348441946403,0.0002055507070057,0.0001651139012838,4.398186802109072e-05,0.0001364027736437,8.762125041058184e-05,,
2021-02-17,0.0002191974876297,0.0003900219266868,0.0001626691299386,6.980850232813415e-05,0.0001031945666605,0.0003132958651449,,
2021-02-18,0.0001073680324738,0.0003264424821823,8.406814227895799e-05,9.563513663517757e-05,0.0001346249632245,0.0001907865638185,,
2021-02-19,9.53919363419844e-05,0.0002486891585334,-6.440251342276223e-05,5.405748397829301e-05,6.942484201050744e-05,0.0001634555603767,,
2021-02-20,-1.0934480164319894e-05,0.0001709358348845,-1.0760447063414912e-05,1.247983132140844e-05,0.0001243894617438,0.0001219539327673,,
2021-02-21,8.793830534806351e-06,0.0002139903864919,4.2881619295932405e-05,4.6568994067224456e-05,0.0002192683857428,6.569774251205877e-05,,
2021-02-22,2.9869225605117377e-05,0.0002277018962164,9.652368565527972e-05,5.980466432860626e-05,8.209486575042726e-05,9.62181237934662e-05,,
2021-02-24,0.0001026537832257,0.000115214313486,0.0001914154391299,7.1363318321443e-05,9.291464252164232e-05,0.000124701462699,,
2021-02-25,0.0001343764897961,0.0002325898708213,9.449054306885772e-05,1.8905138574762436e-05,0.0001794197518725,0.0001635924611723,,
2021-02-26,0.0002608599585662,0.0002289977922013,9.088989114653707e-05,-3.355304117191814e-05,0.0001250230698813,0.0002563780013125,,
2021-02-27,0.0001335405067221,0.0001920381543707,2.804716301831581e-05,0.0001455363526677,2.0849042393248915e-05,0.0002282886546883,,
2021-02-28,0.0002425724268545,0.000202528953311,0.0002029346029776,0.0001109472344213,0.0001771722695592,0.0002893029112514,,
2021-03-01,7.992640203330773e-05,8.974775815940257e-05,0.0001450662460377,7.777781987693509e-05,4.828937952643504e-05,0.0003246568033888,,
2021-03-02,-3.599695240478734e-05,,0.0001234862324863,4.18243713644176e-05,0.0001836212400445,0.0001221157176498,,
2021-03-03,8.649164993459126e-05,0.0002043196853631,0.000101906218935,8.892517616661547e-05,1.1658695548214142e-05,0.0001017042831629,,
2021-03-04,0.0001206183237246,0.0003839609401357,8.032620538368782e-05,0.0001515146227367,8.221404269970668e-05,0.0002739085864811,,
2021-03-05,4.1856763039402754e-05,0.0003406199961689,9.560060939924392e-05,0.0002197489873123,7.437495308457516e-05,0.0002631198334199,,
2021-03-06,-3.690479764579448e-05,0.0003904318930223,0.0001108750134148,0.0002879833518879,0.0001778362647863,0.0001739347553284,,
2021-03-08,-3.08162399144442e-05,0.0001113585037533,0.0001268862633548,-3.847007538732468e-06,6.060766932216812e-05,0.0001514950741041,,
2021-03-09,7.39241545383116e-05,0.0002371528462455,3.464259617263819e-05,2.901746763974157e-05,0.0001019022355885,0.0002182404709713,,
2021-03-10,0.0001108297527201,0.0001690345518758,3.8524880829788495e-05,5.575113907022771e-05,6.948736033229076e-05,0.0001986397010102,,
2021-03-11,0.000147735350902,0.0002105863433248,4.240716548693881e-05,8.248481050071384e-05,4.619648044401954e-06,0.0001790389310491,,
2021-03-12,0.0001846409490839,0.000202354727431,4.628945014408911e-05,0.0001092184819312,9.84083744403022e-05,0.000159438161088,,
2021-03-13,7.165580708523753e-05,0.0001409489129117,6.998884854245248e-05,5.8405098090895934e-05,8.820143048409216e-05,0.0001510044248805,,
2021-03-14,4.587080981322053e-05,0.0002179402098774,9.668375297972626e-05,9.231414231883206e-05,0.0001388718996741,7.313690496249094e-05,,
2021-03-15,0.0001604234982395,0.0002426438265474,0.000123378657417,0.0001203036848992,0.0001309257981359,0.0002337114736703,,
2021-03-16,0.0001116512745612,0.0002616008564259,3.4061457303586686e-05,0.0001711905994045,0.0002143337860824,0.0002901804801685,,
2021-03-17,0.0002184373705858,0.0002512875576035,,,4.146864464840978e-05,0.0001802543587972,,
2021-03-18,0.0001632702974052,0.0002178442068229,0.000278371884635,,7.692005649304276e-05,0.0001556391329947,,
2021-03-19,0.0001081032242246,0.0003225614713497,0.0001921378805837,,6.571070815241248e-05,0.0001310239071922,,
2021-03-20,5.29361510440306e-05,0.0003074903906024,0.0001059038765324,,9.27927772383659e-05,0.0001064086813898,,
2021-03-21,4.427567709493984e-05,0.0002924193098551,0.0001015542054058,0.0002522826750991,0.0001755606222137,0.0001853432176942,,
